time_utc,open,high,low,close,volume
2024-12-24 10:00:00+00:00,192.45,192.8,190.555,190.59,10099.0
2024-12-24 11:00:00+00:00,190.759,193.16,190.44,192.87,14405.0
2024-12-24 12:00:00+00:00,192.901,193.28,191.21,191.436,9180.0
2024-12-24 13:00:00+00:00,191.66,195.69,191.15,195.265,20725.0
2024-12-24 14:00:00+00:00,195.41,195.61,193.776,194.42,14801.0
2024-12-24 15:00:00+00:00,194.4,198.885,193.958,197.639,24565.0
2024-12-24 16:00:00+00:00,197.68,198.5,195.5,195.57,20169.0
2024-12-24 17:00:00+00:00,195.56,197.2,195.254,196.62,17046.0
2024-12-24 18:00:00+00:00,196.64,198.5,195.762,196.39,14926.0
2024-12-24 19:00:00+00:00,196.42,196.6,195.051,195.19,5234.0
2024-12-24 20:00:00+00:00,195.3625,195.411,193.25,194.49,9956.0
2024-12-24 21:00:00+00:00,194.47,196.859,194.45,196.65,4984.0
2024-12-24 22:00:00+00:00,196.63,197.536,196.12,196.919,2892.0
2024-12-24 23:00:00+00:00,196.63,197.94,196.58,196.8,1041.0
2024-12-25 00:00:00+00:00,196.92,197.5,196.325,197.41,1397.0
2024-12-25 01:00:00+00:00,197.49,200.28,197.49,199.21,10128.0
2024-12-25 02:00:00+00:00,199.1,201.751,199.1,201.461,8316.0
2024-12-25 03:00:00+00:00,201.5,201.6,199.437,199.7,8603.0
2024-12-25 04:00:00+00:00,199.699,199.95,198.608,199.22,8911.0
2024-12-25 05:00:00+00:00,199.32,199.666,198.29,199.3,9052.0
2024-12-25 06:00:00+00:00,199.32,200.463,198.53,198.67,11385.0
2024-12-25 07:00:00+00:00,198.59,199.631,197.587,198.0,12629.0
2024-12-25 08:00:00+00:00,198.009,198.94,197.308,197.75,8154.0
2024-12-25 09:00:00+00:00,197.74,198.6,197.239,197.92,7862.0
2024-12-25 10:00:00+00:00,197.91,200.44,196.349,197.32,17038.0
2024-12-25 11:00:00+00:00,197.28,198.014,195.0,195.69,14540.0
2024-12-25 12:00:00+00:00,195.81,196.81,194.98,196.03,7373.0
2024-12-25 13:00:00+00:00,196.01,197.02,195.89,196.89,5607.0
2024-12-25 14:00:00+00:00,196.9,199.34,196.81,198.76,13371.0
2024-12-25 15:00:00+00:00,198.87,198.89,196.889,198.15,9873.0
2024-12-25 16:00:00+00:00,198.17,198.7,196.07,197.346,10728.0
2024-12-25 17:00:00+00:00,197.44,198.74,196.45,198.73,8311.0
2024-12-25 18:00:00+00:00,198.759,199.205,197.829,198.16,8634.0
2024-12-25 19:00:00+00:00,198.229,199.36,198.17,199.079,7694.0
2024-12-25 20:00:00+00:00,199.27,200.043,197.53,197.97,7479.0
2024-12-25 21:00:00+00:00,197.84,198.451,196.02,196.37,4480.0
2024-12-25 22:00:00+00:00,196.38,197.14,195.5,196.83,1655.0
2024-12-25 23:00:00+00:00,196.73,197.74,196.64,197.489,1616.0
2024-12-26 00:00:00+00:00,197.61,199.5,196.13,196.685,4215.0
2024-12-26 01:00:00+00:00,196.66,197.99,196.16,196.769,2312.0
2024-12-26 02:00:00+00:00,196.54,198.89,195.8,197.1,7692.0
2024-12-26 03:00:00+00:00,197.24,197.47,195.579,196.51,3991.0
2024-12-26 04:00:00+00:00,196.37,196.37,194.637,195.088,5044.0
2024-12-26 05:00:00+00:00,195.21,195.54,194.25,194.591,6186.0
2024-12-26 06:00:00+00:00,194.55,195.081,193.55,194.03,7155.0
2024-12-26 07:00:00+00:00,194.04,194.71,193.2318,193.351,5974.0
2024-12-26 08:00:00+00:00,193.389,193.7621,188.47,189.1,19767.0
2024-12-26 09:00:00+00:00,189.0,190.2789,188.94,189.489,5008.0
2024-12-26 10:00:00+00:00,189.43,189.81,188.148,188.82,6916.0
2024-12-26 11:00:00+00:00,188.84,190.79,188.84,189.689,10379.0
2024-12-26 12:00:00+00:00,189.75,189.99,188.649,188.9,4676.0
2024-12-26 13:00:00+00:00,188.93,189.3,188.03,188.96,9426.0
2024-12-26 14:00:00+00:00,188.96,190.07,187.45,188.66,13961.0
2024-12-26 15:00:00+00:00,188.55,189.81,187.889,188.611,10621.0
2024-12-26 16:00:00+00:00,188.59,190.9,188.23,190.46,12589.0
2024-12-26 17:00:00+00:00,190.47,190.59,187.31,188.183,11885.0
2024-12-26 18:00:00+00:00,188.14,189.31,187.38,189.14,6706.0
2024-12-26 19:00:00+00:00,189.1719,189.4,187.559,189.089,4805.0
2024-12-26 20:00:00+00:00,189.0,189.67,187.141,188.525,4169.0
2024-12-26 21:00:00+00:00,188.44,189.83,186.55,189.749,4581.0
2024-12-26 22:00:00+00:00,189.669,189.95,188.717,188.97,325.0
2024-12-26 23:00:00+00:00,188.96,188.96,187.043,188.291,3014.0
2024-12-27 00:00:00+00:00,188.6,189.22,187.2,188.86,1254.0
2024-12-27 01:00:00+00:00,188.87,189.84,188.2,188.96,2023.0
2024-12-27 02:00:00+00:00,188.55,190.321,188.0,188.763,6150.0
2024-12-27 03:00:00+00:00,188.68,189.75,188.3287,189.3055,4398.0
2024-12-27 04:00:00+00:00,189.34,190.72,189.319,189.57,4792.0
2024-12-27 05:00:00+00:00,189.76,189.95,187.838,188.99,8597.0
2024-12-27 06:00:00+00:00,189.18,190.853,189.18,190.83,8110.0
2024-12-27 07:00:00+00:00,190.86,191.101,185.678,186.519,13306.0
2024-12-27 08:00:00+00:00,186.539,190.33,186.535,188.9,8913.0
2024-12-27 09:00:00+00:00,188.89,194.27,188.76,192.956,21731.0
2024-12-27 10:00:00+00:00,192.98,193.34,188.742,190.94,22020.0
2024-12-27 11:00:00+00:00,190.87,191.38,190.018,191.18,6154.0
2024-12-27 12:00:00+00:00,191.32,191.32,190.4,190.65,4673.0
2024-12-27 13:00:00+00:00,190.83,190.909,188.889,189.412,9893.0
2024-12-27 14:00:00+00:00,189.24,189.44,186.14,187.25,15352.0
2024-12-27 15:00:00+00:00,187.27,187.38,183.26,184.07,19438.0
2024-12-27 16:00:00+00:00,183.98,184.53,182.747,184.45,16202.0
2024-12-27 17:00:00+00:00,184.43,186.4085,183.53,186.03,14064.0
2024-12-27 18:00:00+00:00,186.0,186.991,185.55,186.919,8988.0
2024-12-27 19:00:00+00:00,186.9,187.26,186.09,186.745,4418.0
2024-12-27 20:00:00+00:00,186.83,186.9,185.155,185.94,4507.0
2024-12-27 21:00:00+00:00,185.94,186.101,184.57,184.64,1419.0
2024-12-27 22:00:00+00:00,184.509,185.8,184.06,184.68,2035.0
2024-12-27 23:00:00+00:00,184.6,184.901,183.1622,184.0783,1691.0
2024-12-28 00:00:00+00:00,184.12,185.37,184.12,185.22,890.0
2024-12-28 01:00:00+00:00,185.24,185.9067,184.31,185.2,3351.0
2024-12-28 02:00:00+00:00,185.18,185.625,183.74,184.0,2410.0
2024-12-28 03:00:00+00:00,184.05,185.525,184.05,184.95,2854.0
2024-12-28 04:00:00+00:00,184.95,185.22,184.175,184.31,3831.0
2024-12-28 05:00:00+00:00,184.53,186.13,184.53,185.69,6395.0
2024-12-28 06:00:00+00:00,185.7288,185.98,184.969,185.51,6055.0
2024-12-28 07:00:00+00:00,185.57,186.222,184.779,185.09,8808.0
2024-12-28 08:00:00+00:00,185.05,186.3,184.92,186.2,5970.0
2024-12-28 09:00:00+00:00,186.189,186.773,186.01,186.18,8336.0
2024-12-28 10:00:00+00:00,186.15,186.4,185.439,185.71,5581.0
2024-12-28 11:00:00+00:00,185.73,187.27,185.73,187.14,5819.0
2024-12-28 12:00:00+00:00,187.07,187.54,186.4,186.78,13058.0
2024-12-28 13:00:00+00:00,186.73,188.36,186.728,188.17,12242.0
2024-12-28 14:00:00+00:00,188.23,190.1,187.91,189.76,18299.0
2024-12-28 15:00:00+00:00,189.71,191.193,189.71,190.11,18179.0
2024-12-28 16:00:00+00:00,190.11,192.54,189.53,192.53,19217.0
2024-12-28 17:00:00+00:00,192.54,195.162,192.53,194.739,36453.0
2024-12-28 18:00:00+00:00,194.71,195.198,193.432,193.651,16991.0
2024-12-28 19:00:00+00:00,193.62,194.07,193.446,193.689,6303.0
2024-12-28 20:00:00+00:00,193.8,193.995,192.61,193.15,8530.0
2024-12-28 21:00:00+00:00,193.205,194.35,192.837,194.35,3905.0
2024-12-28 22:00:00+00:00,194.36,195.97,193.944,195.04,6391.0
2024-12-28 23:00:00+00:00,195.16,195.46,194.164,195.35,3818.0
2024-12-29 00:00:00+00:00,195.4,195.52,193.626,193.809,3126.0
2024-12-29 01:00:00+00:00,194.0,194.38,192.38,192.46,7554.0
2024-12-29 02:00:00+00:00,192.5,194.201,192.348,193.64,9148.0
2024-12-29 03:00:00+00:00,193.599,194.804,193.119,194.64,6114.0
2024-12-29 04:00:00+00:00,194.71,194.74,194.063,194.35,7168.0
2024-12-29 05:00:00+00:00,194.42,195.351,193.976,195.24,7335.0
2024-12-29 06:00:00+00:00,195.21,196.2,194.469,196.2,11701.0
2024-12-29 07:00:00+00:00,196.23,197.235,195.525,195.95,18492.0
2024-12-29 08:00:00+00:00,195.93,196.035,194.991,195.27,8515.0
2024-12-29 09:00:00+00:00,195.339,196.931,194.804,196.79,14510.0
2024-12-29 10:00:00+00:00,196.73,197.06,196.48,196.69,8753.0
2024-12-29 11:00:00+00:00,196.81,197.257,195.825,196.02,11718.0
2024-12-29 12:00:00+00:00,196.14,196.63,195.776,196.034,8607.0
2024-12-29 13:00:00+00:00,196.119,196.45,195.06,196.24,11297.0
2024-12-29 14:00:00+00:00,196.28,197.6,192.83,193.77,34176.0
2024-12-29 15:00:00+00:00,193.83,195.784,193.136,195.0358,19797.0
2024-12-29 16:00:00+00:00,195.05,195.301,192.6,192.8,18062.0
2024-12-29 17:00:00+00:00,192.83,193.58,192.049,193.248,19217.0
2024-12-29 18:00:00+00:00,193.1,193.561,192.196,192.948,5835.0
2024-12-29 19:00:00+00:00,193.18,193.55,192.63,192.63,3026.0
2024-12-29 20:00:00+00:00,192.6398,192.6398,190.59,192.229,8509.0
2024-12-29 21:00:00+00:00,192.1,192.448,190.276,190.85,2754.0
2024-12-29 22:00:00+00:00,190.669,190.82,189.01,189.34,7248.0
2024-12-29 23:00:00+00:00,189.3942,190.22,188.485,189.84,4484.0
2024-12-30 00:00:00+00:00,189.63,192.89,189.029,192.06,4881.0
2024-12-30 01:00:00+00:00,192.4,194.315,191.48,193.0,7946.0
2024-12-30 02:00:00+00:00,193.19,193.45,190.5967,192.25,11925.0
2024-12-30 03:00:00+00:00,192.24,193.143,190.95,191.3,7458.0
2024-12-30 04:00:00+00:00,191.45,192.41,189.73,189.73,7315.0
2024-12-30 05:00:00+00:00,189.719,191.34,189.518,191.07,7655.0
2024-12-30 06:00:00+00:00,191.1,193.67,191.03,192.808,7925.0
2024-12-30 07:00:00+00:00,192.83,192.969,190.69,192.334,9957.0
2024-12-30 08:00:00+00:00,192.26,194.081,192.26,193.24,8790.0
2024-12-30 09:00:00+00:00,193.12,193.68,192.149,192.83,4544.0
2024-12-30 10:00:00+00:00,192.9,193.9,192.546,192.56,3537.0
2024-12-30 11:00:00+00:00,192.689,194.1,191.41,193.51,8975.0
2024-12-30 12:00:00+00:00,193.38,194.76,192.79,193.27,11560.0
2024-12-30 13:00:00+00:00,193.28,193.75,188.59,188.946,18228.0
2024-12-30 14:00:00+00:00,188.979,190.3,187.182,187.66,14778.0
2024-12-30 15:00:00+00:00,187.57,188.83,185.87,187.23,14935.0
2024-12-30 16:00:00+00:00,187.209,188.1567,185.82,187.22,11309.0
2024-12-30 17:00:00+00:00,187.21,192.59,186.91,191.6057,21359.0
2024-12-30 18:00:00+00:00,191.67,194.76,190.834,194.48,19626.0
2024-12-30 19:00:00+00:00,194.5,196.171,194.21,196.1,13260.0
2024-12-30 20:00:00+00:00,196.17,196.37,194.728,194.78,6368.0
2024-12-30 21:00:00+00:00,194.82,194.82,189.01,189.269,5646.0
2024-12-30 22:00:00+00:00,189.26,191.6,189.209,191.02,3037.0
2024-12-30 23:00:00+00:00,190.8,191.47,189.679,191.319,2594.0
2024-12-31 00:00:00+00:00,191.26,191.905,189.918,189.963,3745.0
2024-12-31 01:00:00+00:00,189.99,190.37,188.239,189.079,4103.0
2024-12-31 02:00:00+00:00,189.049,190.55,188.758,190.19,3855.0
2024-12-31 03:00:00+00:00,190.19,190.69,189.39,189.93,4094.0
2024-12-31 04:00:00+00:00,189.97,190.67,188.32,188.82,7009.0
2024-12-31 05:00:00+00:00,188.85,189.48,187.9436,188.5,6035.0
2024-12-31 06:00:00+00:00,188.47,189.7,188.1087,189.058,4743.0
2024-12-31 07:00:00+00:00,189.0,190.02,189.0,189.858,5513.0
2024-12-31 08:00:00+00:00,189.95,193.63,189.95,192.068,13310.0
2024-12-31 09:00:00+00:00,192.02,194.16,191.489,193.21,10879.0
2024-12-31 10:00:00+00:00,193.31,194.82,193.0,194.232,10374.0
2024-12-31 11:00:00+00:00,194.21,194.53,193.629,193.74,7266.0
2024-12-31 12:00:00+00:00,193.869,194.53,192.929,192.99,9079.0
2024-12-31 13:00:00+00:00,193.0,196.269,192.979,195.8,19846.0
2024-12-31 14:00:00+00:00,195.94,198.35,195.67,197.333,23532.0
2024-12-31 15:00:00+00:00,197.449,198.672,196.46,198.299,13657.0
2024-12-31 16:00:00+00:00,198.31,199.1,197.415,198.9,16964.0
2024-12-31 17:00:00+00:00,198.84,199.16,194.039,195.98,27040.0
2024-12-31 18:00:00+00:00,195.98,196.552,194.42,194.637,12804.0
2024-12-31 19:00:00+00:00,194.68,195.102,193.129,193.71,9310.0
2024-12-31 20:00:00+00:00,193.69,194.74,193.659,194.059,4340.0
2024-12-31 21:00:00+00:00,194.14,194.25,192.36,193.04,4477.0
2024-12-31 22:00:00+00:00,192.96,192.96,190.589,191.07,3311.0
2024-12-31 23:00:00+00:00,191.0,191.083,189.074,189.23,3471.0
2025-01-01 00:00:00+00:00,189.23,192.569,189.039,192.433,5581.0
2025-01-01 01:00:00+00:00,192.48,192.48,190.29,190.618,6932.0
2025-01-01 02:00:00+00:00,190.68,191.923,190.329,191.5,5497.0
2025-01-01 03:00:00+00:00,191.45,191.45,189.949,190.37,3958.0
2025-01-01 04:00:00+00:00,190.249,190.28,189.257,189.408,4836.0
2025-01-01 05:00:00+00:00,189.3185,190.54,189.25,190.055,7456.0
2025-01-01 06:00:00+00:00,189.91,190.192,189.265,190.192,4907.0
2025-01-01 07:00:00+00:00,190.13,190.23,189.6,189.95,2334.0
2025-01-01 08:00:00+00:00,189.95,190.646,189.179,189.293,7282.0
2025-01-01 09:00:00+00:00,189.33,189.66,187.839,189.088,15796.0
2025-01-01 10:00:00+00:00,189.109,190.9,189.069,190.15,16108.0
2025-01-01 11:00:00+00:00,190.15,191.75,189.816,191.233,10235.0
2025-01-01 12:00:00+00:00,191.25,191.63,190.442,190.937,13121.0
2025-01-01 13:00:00+00:00,190.8455,191.22,189.475,190.23,11331.0
2025-01-01 14:00:00+00:00,190.11,191.35,189.029,190.78,14668.0
2025-01-01 15:00:00+00:00,190.82,192.05,189.85,191.82,12102.0
2025-01-01 16:00:00+00:00,191.81,192.161,189.981,190.41,13266.0
2025-01-01 17:00:00+00:00,190.49,190.531,189.16,190.5,11721.0
2025-01-01 18:00:00+00:00,190.52,192.17,189.788,191.62,10864.0
2025-01-01 19:00:00+00:00,191.65,193.861,191.43,193.007,10539.0
2025-01-01 20:00:00+00:00,193.11,194.49,193.11,194.29,4949.0
2025-01-01 21:00:00+00:00,194.24,195.25,193.68,194.52,4211.0
2025-01-01 22:00:00+00:00,194.6568,194.871,193.629,194.45,2273.0
2025-01-01 23:00:00+00:00,194.56,195.04,193.729,194.2,2519.0
2025-01-02 00:00:00+00:00,194.4235,197.08,193.35,196.09,6413.0
2025-01-02 01:00:00+00:00,196.33,198.412,196.09,197.62,7131.0
2025-01-02 02:00:00+00:00,197.66,199.35,197.419,199.31,7506.0
2025-01-02 03:00:00+00:00,199.36,199.62,197.75,198.439,7298.0
2025-01-02 04:00:00+00:00,198.46,204.78,198.46,204.3,22058.0
2025-01-02 05:00:00+00:00,204.47,205.431,203.295,204.5,18854.0
2025-01-02 06:00:00+00:00,204.6,205.88,203.88,205.28,13079.0
2025-01-02 07:00:00+00:00,205.26,206.81,205.15,205.91,12538.0
2025-01-02 08:00:00+00:00,205.91,206.979,205.619,206.84,10130.0
2025-01-02 09:00:00+00:00,206.57,207.85,206.277,207.3,11072.0
2025-01-02 10:00:00+00:00,207.3,207.65,206.62,206.9151,8245.0
2025-01-02 11:00:00+00:00,206.99,208.772,206.78,208.419,14775.0
2025-01-02 12:00:00+00:00,208.45,209.403,207.55,208.26,13298.0
2025-01-02 13:00:00+00:00,208.29,208.57,207.479,208.06,8784.0
2025-01-02 14:00:00+00:00,208.11,210.36,206.652,208.161,27948.0
2025-01-02 15:00:00+00:00,208.28,208.28,205.389,206.68,26572.0
2025-01-02 16:00:00+00:00,206.68,208.923,205.88,207.401,21299.0
2025-01-02 17:00:00+00:00,207.39,208.11,204.652,205.98,18487.0
2025-01-02 18:00:00+00:00,205.97,206.715,204.89,206.36,10323.0
2025-01-02 19:00:00+00:00,206.33,207.74,206.158,206.55,11456.0
2025-01-02 20:00:00+00:00,206.69,207.9,206.63,206.67,3902.0
2025-01-02 21:00:00+00:00,206.7,207.06,205.409,206.44,2638.0
2025-01-02 22:00:00+00:00,206.3,206.662,205.17,206.61,1695.0
2025-01-02 23:00:00+00:00,206.65,208.37,206.559,208.11,3731.0
2025-01-03 00:00:00+00:00,208.29,208.29,206.91,207.07,2479.0
2025-01-03 01:00:00+00:00,207.04,207.15,205.54,206.756,5579.0
2025-01-03 02:00:00+00:00,206.75,208.01,206.27,206.755,4124.0
2025-01-03 03:00:00+00:00,206.789,208.186,206.068,207.919,4750.0
2025-01-03 04:00:00+00:00,207.72,207.99,206.969,207.693,4581.0
2025-01-03 05:00:00+00:00,207.71,209.53,207.0395,208.78,9947.0
2025-01-03 06:00:00+00:00,208.78,209.86,207.519,207.63,15835.0
2025-01-03 07:00:00+00:00,207.66,208.6,206.947,207.849,11961.0
2025-01-03 08:00:00+00:00,207.9,209.811,207.46,209.226,13035.0
2025-01-03 09:00:00+00:00,209.31,212.78,208.978,211.0,20438.0
2025-01-03 10:00:00+00:00,211.17,211.651,210.228,211.0,11784.0
2025-01-03 11:00:00+00:00,211.0,214.95,210.843,214.33,21168.0
2025-01-03 12:00:00+00:00,214.38,214.78,213.1062,213.25,17109.0
2025-01-03 13:00:00+00:00,213.27,214.2,211.939,212.74,15533.0
2025-01-03 14:00:00+00:00,212.86,218.52,212.749,218.11,43956.0
2025-01-03 15:00:00+00:00,218.089,218.37,216.485,217.237,15958.0
2025-01-03 16:00:00+00:00,217.26,219.691,216.319,217.561,26430.0
2025-01-03 17:00:00+00:00,217.59,218.1,216.52,217.26,13903.0
2025-01-03 18:00:00+00:00,217.27,218.412,217.049,217.8,9142.0
2025-01-03 19:00:00+00:00,217.8,218.37,216.351,216.92,7435.0
2025-01-03 20:00:00+00:00,216.84,216.89,215.698,215.968,8188.0
2025-01-03 21:00:00+00:00,215.88,216.85,215.819,216.193,2498.0
2025-01-03 22:00:00+00:00,216.14,217.15,215.919,216.98,2549.0
2025-01-03 23:00:00+00:00,216.89,217.912,216.86,217.89,1911.0
2025-01-04 00:00:00+00:00,217.9,217.9,216.56,216.859,3099.0
2025-01-04 01:00:00+00:00,216.97,217.881,215.95,217.32,3590.0
2025-01-04 02:00:00+00:00,217.269,218.03,216.12,217.34,7373.0
2025-01-04 03:00:00+00:00,217.33,217.57,215.653,216.8512,5828.0
2025-01-04 04:00:00+00:00,216.76,216.81,215.5,216.81,9509.0
2025-01-04 05:00:00+00:00,216.85,217.341,216.332,217.13,6604.0
2025-01-04 06:00:00+00:00,217.17,217.88,216.809,217.53,7022.0
2025-01-04 07:00:00+00:00,217.53,217.7,216.209,216.62,6956.0
2025-01-04 08:00:00+00:00,216.62,216.62,215.189,215.65,15108.0
2025-01-04 09:00:00+00:00,215.63,216.33,215.36,215.77,10814.0
2025-01-04 10:00:00+00:00,215.73,215.85,214.3,215.6,15283.0
2025-01-04 11:00:00+00:00,215.579,216.6,215.245,216.3818,11961.0
2025-01-04 12:00:00+00:00,216.3,217.102,216.019,216.95,14261.0
2025-01-04 13:00:00+00:00,216.96,217.5789,216.53,216.96,10668.0
2025-01-04 14:00:00+00:00,216.85,217.01,215.649,215.84,12924.0
2025-01-04 15:00:00+00:00,215.75,216.5,213.45,214.33,26570.0
2025-01-04 16:00:00+00:00,214.33,214.952,213.608,214.31,18092.0
2025-01-04 17:00:00+00:00,214.31,215.68,214.088,215.66,15107.0
2025-01-04 18:00:00+00:00,215.65,215.87,215.093,215.442,8686.0
2025-01-04 19:00:00+00:00,215.37,215.72,215.029,215.509,4053.0
2025-01-04 20:00:00+00:00,215.469,216.71,215.33,216.34,5776.0
2025-01-04 21:00:00+00:00,216.4,216.5,215.689,215.94,1909.0
2025-01-04 22:00:00+00:00,215.94,217.16,215.6358,217.13,2893.0
2025-01-04 23:00:00+00:00,217.02,217.14,216.429,216.57,3355.0
2025-01-05 00:00:00+00:00,216.57,217.801,216.309,216.95,5462.0
2025-01-05 01:00:00+00:00,217.036,217.08,215.179,215.615,6058.0
2025-01-05 02:00:00+00:00,215.7,217.342,215.4,216.96,8209.0
2025-01-05 03:00:00+00:00,216.929,218.786,216.599,217.769,17906.0
2025-01-05 04:00:00+00:00,217.84,218.95,217.738,217.862,12707.0
2025-01-05 05:00:00+00:00,217.85,217.86,216.059,216.264,13702.0
2025-01-05 06:00:00+00:00,216.2934,216.74,215.836,216.7,4257.0
2025-01-05 07:00:00+00:00,216.75,216.751,216.2,216.32,1721.0
2025-01-05 08:00:00+00:00,216.17,216.44,214.619,215.06,12876.0
2025-01-05 09:00:00+00:00,215.03,215.12,212.85,213.11,19296.0
2025-01-05 10:00:00+00:00,213.19,214.025,212.85,214.025,8629.0
2025-01-05 11:00:00+00:00,213.96,214.57,213.6,213.87,10133.0
2025-01-05 12:00:00+00:00,213.839,214.119,213.27,213.5,10399.0
2025-01-05 13:00:00+00:00,213.5,214.54,212.3,212.52,15269.0
2025-01-05 14:00:00+00:00,212.52,213.474,211.547,213.2,20699.0
2025-01-05 15:00:00+00:00,213.17,213.88,212.285,213.47,16081.0
2025-01-05 16:00:00+00:00,213.47,214.215,212.085,212.26,15827.0
2025-01-05 17:00:00+00:00,212.32,213.212,211.88,212.57,9423.0
2025-01-05 18:00:00+00:00,212.57,212.69,211.367,212.39,9660.0
2025-01-05 19:00:00+00:00,212.34,213.12,212.1,212.66,6139.0
2025-01-05 20:00:00+00:00,212.81,213.88,212.43,212.918,7980.0
2025-01-05 21:00:00+00:00,212.99,213.9108,212.83,213.74,2821.0
2025-01-05 22:00:00+00:00,213.62,214.39,213.339,214.09,1995.0
2025-01-05 23:00:00+00:00,214.29,214.43,213.17,213.25,2650.0
2025-01-06 00:00:00+00:00,213.31,214.13,211.95,212.04,4532.0
2025-01-06 01:00:00+00:00,212.1,215.11,211.435,214.6,10781.0
2025-01-06 02:00:00+00:00,214.5,216.85,214.48,215.444,15034.0
2025-01-06 03:00:00+00:00,215.51,216.56,215.15,215.418,11452.0
2025-01-06 04:00:00+00:00,215.5,216.721,215.219,215.815,12291.0
2025-01-06 05:00:00+00:00,215.7359,216.803,215.062,215.47,18969.0
2025-01-06 06:00:00+00:00,215.59,215.936,213.919,214.839,9628.0
2025-01-06 07:00:00+00:00,214.85,215.39,213.8,215.13,4870.0
2025-01-06 08:00:00+00:00,215.12,216.16,213.34,213.92,10943.0
2025-01-06 09:00:00+00:00,213.94,214.321,213.096,214.3,7775.0
2025-01-06 10:00:00+00:00,214.3397,215.171,213.736,214.861,7020.0
2025-01-06 11:00:00+00:00,214.91,216.17,214.71,216.16,11302.0
2025-01-06 12:00:00+00:00,216.18,217.776,215.635,216.7,20613.0
2025-01-06 13:00:00+00:00,216.719,218.7,215.708,218.59,26014.0
2025-01-06 14:00:00+00:00,218.64,222.005,216.686,220.971,50008.0
2025-01-06 15:00:00+00:00,221.05,221.85,219.795,221.5,33495.0
2025-01-06 16:00:00+00:00,221.519,223.1,220.1,220.8,32044.0
2025-01-06 17:00:00+00:00,220.7,220.73,217.284,218.6,24787.0
2025-01-06 18:00:00+00:00,218.6031,219.441,217.82,218.73,11898.0
2025-01-06 19:00:00+00:00,218.74,220.362,218.51,219.909,9555.0
2025-01-06 20:00:00+00:00,219.91,220.32,218.126,218.453,8125.0
2025-01-06 21:00:00+00:00,218.52,218.66,217.42,217.81,5004.0
2025-01-06 22:00:00+00:00,217.89,218.68,217.548,218.42,3288.0
2025-01-06 23:00:00+00:00,218.52,218.525,217.76,218.09,1301.0
